cell_line	small_molecule	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
MCF 10A	Celastrol	0.12	11746.6667	10794	1056.3333	1.0511
MCF 10A	Celastrol	0.37	9288	10794	1056.3333	0.91235
MCF 10A	Celastrol	1.11	2768.6667	10794	1056.3333	0.33291
MCF 10A	Celastrol	3.33	409	10794	1056.3333	-0.24646
MCF 10A	Celastrol	10	668.3333	10794	1056.3333	-0.12761
MCF 10A	Crizotinib	0.04	10419.6667	10659	1056.3333	0.98643
MCF 10A	Crizotinib	0.12	9977.6667	10659	1056.3333	0.96078
MCF 10A	Crizotinib	0.37	9481.3333	10659	1056.3333	0.931
MCF 10A	Crizotinib	1.11	9006	10659	1056.3333	0.90145
MCF 10A	Crizotinib	3.33	7862	10659	1056.3333	0.82555
MCF 10A	Crizotinib	10	1411.3333	10659	1056.3333	0.090763
MCF 10A	Dasatinib	0.04	5584.1667	10726.5	1056.3333	0.64533
MCF 10A	Dasatinib	0.12	3452	10726.5	1056.3333	0.42491
MCF 10A	Dasatinib	0.37	2026	10726.5	1056.3333	0.21501
MCF 10A	Dasatinib	1.11	1457	10726.5	1056.3333	0.10094
MCF 10A	Dasatinib	3.33	1011.1667	10726.5	1056.3333	-0.012983
MCF 10A	Dasatinib	10	661.1667	10726.5	1056.3333	-0.13074
MCF 10A	Dovitinib	0.04	9962	10659	1056.3333	0.95985
MCF 10A	Dovitinib	0.12	8778	10659	1056.3333	0.88689
MCF 10A	Dovitinib	0.37	4990	10659	1056.3333	0.59292
MCF 10A	Dovitinib	1.11	3087.6667	10659	1056.3333	0.37937
MCF 10A	Dovitinib	3.33	1690.6667	10659	1056.3333	0.15146
MCF 10A	Dovitinib	10	1164.3333	10659	1056.3333	0.02962
MCF 10A	Enzastaurin	0.04	10751.6667	10659	1056.3333	1.0052
MCF 10A	Enzastaurin	0.12	10652	10659	1056.3333	0.99961
MCF 10A	Enzastaurin	0.37	10669.6667	10659	1056.3333	1.0006
MCF 10A	Enzastaurin	1.11	10944.6667	10659	1056.3333	1.0159
MCF 10A	Enzastaurin	3.33	10793.6667	10659	1056.3333	1.0075
MCF 10A	Enzastaurin	10	10258.6667	10659	1056.3333	0.97717
MCF 10A	Erlotinib	0.04	10163.6667	10659	1056.3333	0.97167
MCF 10A	Erlotinib	0.12	7968.3333	10659	1056.3333	0.83292
MCF 10A	Erlotinib	0.37	3556.3333	10659	1056.3333	0.43908
MCF 10A	Erlotinib	1.11	1512.6667	10659	1056.3333	0.11368
MCF 10A	Erlotinib	3.33	1638	10659	1056.3333	0.14058
MCF 10A	Erlotinib	10	1625.6667	10659	1056.3333	0.138
MCF 10A	Flavopiridol	0.04	2216	10794	1056.3333	0.24727
MCF 10A	Flavopiridol	0.12	472	10794	1056.3333	-0.21357
MCF 10A	Flavopiridol	0.37	317.3333	10794	1056.3333	-0.30139
MCF 10A	Flavopiridol	1.11	329	10794	1056.3333	-0.29382
MCF 10A	Flavopiridol	3.33	332.6667	10794	1056.3333	-0.29148
MCF 10A	Flavopiridol	10	351.6667	10794	1056.3333	-0.27965
MCF 10A	Foretinib	0.04	11144.3333	10659	1056.3333	1.0269
MCF 10A	Foretinib	0.12	10499	10659	1056.3333	0.99095
MCF 10A	Foretinib	0.37	8930	10659	1056.3333	0.89663
MCF 10A	Foretinib	1.11	3467.6667	10659	1056.3333	0.42822
MCF 10A	Foretinib	3.33	1654	10659	1056.3333	0.14391
MCF 10A	Foretinib	10	936.6667	10659	1056.3333	-0.03541
MCF 10A	GDC-0941	0.04	8573	10794	1056.3333	0.8672
MCF 10A	GDC-0941	0.12	7499.3333	10794	1056.3333	0.79416
MCF 10A	GDC-0941	0.37	5516.6667	10794	1056.3333	0.63717
MCF 10A	GDC-0941	1.11	3549.6667	10794	1056.3333	0.43544
MCF 10A	GDC-0941	3.33	2497.3333	10794	1056.3333	0.29253
MCF 10A	GDC-0941	10	1482.3333	10794	1056.3333	0.10633
MCF 10A	GDC-0980	0.04	7945.3333	10659	1056.3333	0.83133
MCF 10A	GDC-0980	0.12	4648.3333	10659	1056.3333	0.5594
MCF 10A	GDC-0980	0.37	2358.3333	10659	1056.3333	0.2723
MCF 10A	GDC-0980	1.11	1521.3333	10659	1056.3333	0.11559
MCF 10A	GDC-0980	3.33	1414.6667	10659	1056.3333	0.091535
MCF 10A	GDC-0980	10	1214.6667	10659	1056.3333	0.042769
MCF 10A	GSK 690693	0.04	10393	10659	1056.3333	0.9849
MCF 10A	GSK 690693	0.12	10176	10659	1056.3333	0.97238
MCF 10A	GSK 690693	0.37	9514.3333	10659	1056.3333	0.93302
MCF 10A	GSK 690693	1.11	8456	10659	1056.3333	0.86586
MCF 10A	GSK 690693	3.33	8431.3333	10659	1056.3333	0.86423
MCF 10A	GSK 690693	10	8723	10659	1056.3333	0.88333
MCF 10A	GSK1059615	0.04	10431	10726.5	1056.3333	0.98336
MCF 10A	GSK1059615	0.12	8755.3333	10726.5	1056.3333	0.88217
MCF 10A	GSK1059615	0.37	5259.1667	10726.5	1056.3333	0.61609
MCF 10A	GSK1059615	1.11	1706	10726.5	1056.3333	0.15413
MCF 10A	GSK1059615	3.33	955.5	10726.5	1056.3333	-0.029555
MCF 10A	GSK1059615	10	756.6667	10726.5	1056.3333	-0.094955
MCF 10A	GSK1904529A	0.04	6628	10794	1056.3333	0.72928
MCF 10A	GSK1904529A	0.12	6366.6667	10794	1056.3333	0.70865
MCF 10A	GSK1904529A	0.37	5914.3333	10794	1056.3333	0.67151
MCF 10A	GSK1904529A	1.11	5434	10794	1056.3333	0.62981
MCF 10A	GSK1904529A	3.33	5548	10794	1056.3333	0.63994
MCF 10A	GSK1904529A	10	5566	10794	1056.3333	0.64152
MCF 10A	GSK2126458	0.04	1318.6667	10794	1056.3333	0.06839
MCF 10A	GSK2126458	0.12	1099	10794	1056.3333	0.011879
MCF 10A	GSK2126458	0.37	1055	10794	1056.3333	-0.0003766
MCF 10A	GSK2126458	1.11	1017	10794	1056.3333	-0.011253
MCF 10A	GSK2126458	3.33	894	10794	1056.3333	-0.048543
MCF 10A	GSK2126458	10	680.6667	10794	1056.3333	-0.12284
MCF 10A	GW843682	0.04	10012.3333	10794	1056.3333	0.95566
MCF 10A	GW843682	0.12	7696.3333	10794	1056.3333	0.80809
MCF 10A	GW843682	0.37	3382.6667	10794	1056.3333	0.41496
MCF 10A	GW843682	1.11	1209	10794	1056.3333	0.04108
MCF 10A	GW843682	3.33	772.6667	10794	1056.3333	-0.089044
MCF 10A	GW843682	10	692.3333	10794	1056.3333	-0.11839
MCF 10A	Gefitinib	0.04	8756	10794	1056.3333	0.879
MCF 10A	Gefitinib	0.12	4976.6667	10794	1056.3333	0.58764
MCF 10A	Gefitinib	0.37	2362.6667	10794	1056.3333	0.27134
MCF 10A	Gefitinib	1.11	1531	10794	1056.3333	0.11704
MCF 10A	Gefitinib	3.33	1554.3333	10794	1056.3333	0.12209
MCF 10A	Gefitinib	10	1465	10794	1056.3333	0.10245
MCF 10A	Geldanamycin	0.04	1544.1667	10726.5	1056.3333	0.12024
MCF 10A	Geldanamycin	0.12	969.3333	10726.5	1056.3333	-0.025375
MCF 10A	Geldanamycin	0.37	853.6667	10726.5	1056.3333	-0.061714
MCF 10A	Geldanamycin	1.11	859.6667	10726.5	1056.3333	-0.059747
MCF 10A	Geldanamycin	3.33	727.6667	10726.5	1056.3333	-0.10547
MCF 10A	Geldanamycin	10	563	10726.5	1056.3333	-0.17153
MCF 10A	HG-5-113-01	0.04	10104.6667	10659	1056.3333	0.96823
MCF 10A	HG-5-113-01	0.12	9275.6667	10659	1056.3333	0.91835
MCF 10A	HG-5-113-01	0.37	8149.6667	10659	1056.3333	0.84533
MCF 10A	HG-5-113-01	1.11	6234.6667	10659	1056.3333	0.70291
MCF 10A	HG-5-113-01	3.33	2712.6667	10659	1056.3333	0.32684
MCF 10A	HG-5-113-01	10	883.6667	10659	1056.3333	-0.052111
MCF 10A	HG-5-88-01	0.04	9543	10794	1056.3333	0.92786
MCF 10A	HG-5-88-01	0.12	8639.3333	10794	1056.3333	0.8715
MCF 10A	HG-5-88-01	0.37	7071	10794	1056.3333	0.76297
MCF 10A	HG-5-88-01	1.11	6407.6667	10794	1056.3333	0.71193
MCF 10A	HG-5-88-01	3.33	5541.6667	10794	1056.3333	0.63938
MCF 10A	HG-5-88-01	10	3696.6667	10794	1056.3333	0.45292
MCF 10A	HG-6-64-01	0.04	10825.6667	10794	1056.3333	1.0017
MCF 10A	HG-6-64-01	0.12	10589	10794	1056.3333	0.9886
MCF 10A	HG-6-64-01	0.37	10297	10794	1056.3333	0.97208
MCF 10A	HG-6-64-01	1.11	8418.3333	10794	1056.3333	0.85709
MCF 10A	HG-6-64-01	3.33	4969	10794	1056.3333	0.58691
MCF 10A	HG-6-64-01	10	1040.6667	10794	1056.3333	-0.0044463
MCF 10A	Imatinib	0.04	10855	10794	1056.3333	1.0034
MCF 10A	Imatinib	0.12	10808.6667	10794	1056.3333	1.0008
MCF 10A	Imatinib	0.37	10731	10794	1056.3333	0.99651
MCF 10A	Imatinib	1.11	10895.3333	10794	1056.3333	1.0056
MCF 10A	Imatinib	3.33	11078	10794	1056.3333	1.0156
MCF 10A	Imatinib	10	10802.3333	10794	1056.3333	1.0005
MCF 10A	JNK-9L	0.04	10439.6667	10794	1056.3333	0.98019
MCF 10A	JNK-9L	0.12	9387	10794	1056.3333	0.91841
MCF 10A	JNK-9L	0.37	6085	10794	1056.3333	0.68575
MCF 10A	JNK-9L	1.11	1527.3333	10794	1056.3333	0.11624
MCF 10A	JNK-9L	3.33	542.3333	10794	1056.3333	-0.18031
MCF 10A	JNK-9L	10	760.6667	10794	1056.3333	-0.093286
MCF 10A	JW-7-24-1	0.04	10474.6667	10794	1056.3333	0.98217
MCF 10A	JW-7-24-1	0.12	10439.6667	10794	1056.3333	0.98019
MCF 10A	JW-7-24-1	0.37	9804.6667	10794	1056.3333	0.94347
MCF 10A	JW-7-24-1	1.11	9105.3333	10794	1056.3333	0.90105
MCF 10A	JW-7-24-1	3.33	8038.3333	10794	1056.3333	0.83169
MCF 10A	JW-7-24-1	10	2000	10794	1056.3333	0.2097
MCF 10A	KIN001-043	0.04	10805	10794	1056.3333	1.0006
MCF 10A	KIN001-043	0.12	10461	10794	1056.3333	0.9814
MCF 10A	KIN001-043	0.37	10333.6667	10794	1056.3333	0.97417
MCF 10A	KIN001-043	1.11	9758	10794	1056.3333	0.94071
MCF 10A	KIN001-043	3.33	8252.6667	10794	1056.3333	0.84612
MCF 10A	KIN001-043	10	4096	10794	1056.3333	0.49805
MCF 10A	LDN-193189	0.04	10663	10659	1056.3333	1.0002
MCF 10A	LDN-193189	0.12	10319	10659	1056.3333	0.98065
MCF 10A	LDN-193189	0.37	10113.6667	10659	1056.3333	0.96875
MCF 10A	LDN-193189	1.11	9763	10659	1056.3333	0.94803
MCF 10A	LDN-193189	3.33	6138	10659	1056.3333	0.69495
MCF 10A	LDN-193189	10	187.3333	10659	1056.3333	-0.40468
MCF 10A	Lapatinib	0.04	10295	10794	1056.3333	0.97197
MCF 10A	Lapatinib	0.12	9981.6667	10794	1056.3333	0.95387
MCF 10A	Lapatinib	0.37	9750.6667	10794	1056.3333	0.94028
MCF 10A	Lapatinib	1.11	8925.3333	10794	1056.3333	0.88977
MCF 10A	Lapatinib	3.33	6856	10794	1056.3333	0.74681
MCF 10A	Lapatinib	10	2645.6667	10794	1056.3333	0.31497
MCF 10A	Linifanib	0.04	11563	10794	1056.3333	1.0415
MCF 10A	Linifanib	0.12	11396.6667	10794	1056.3333	1.0327
MCF 10A	Linifanib	0.37	11268	10794	1056.3333	1.0258
MCF 10A	Linifanib	1.11	11223.3333	10794	1056.3333	1.0234
MCF 10A	Linifanib	3.33	10653.6667	10794	1056.3333	0.99221
MCF 10A	Linifanib	10	6607.3333	10794	1056.3333	0.72767
MCF 10A	Linsitinib	0.04	9825	10659	1056.3333	0.95173
MCF 10A	Linsitinib	0.12	9078	10659	1056.3333	0.906
MCF 10A	Linsitinib	0.37	7838	10659	1056.3333	0.82388
MCF 10A	Linsitinib	1.11	7299	10659	1056.3333	0.78533
MCF 10A	Linsitinib	3.33	6685.6667	10659	1056.3333	0.73895
MCF 10A	Linsitinib	10	5631.3333	10659	1056.3333	0.65173
MCF 10A	MK2206	0.04	10588.3333	10794	1056.3333	0.98856
MCF 10A	MK2206	0.12	10253.3333	10794	1056.3333	0.96958
MCF 10A	MK2206	0.37	6495.6667	10794	1056.3333	0.71891
MCF 10A	MK2206	1.11	8814.3333	10794	1056.3333	0.88273
MCF 10A	MK2206	3.33	7919.6667	10794	1056.3333	0.82358
MCF 10A	MK2206	10	3477.6667	10794	1056.3333	0.4267
MCF 10A	Mitoxantrone	0.04	2110.5	10726.5	1056.3333	0.22995
MCF 10A	Mitoxantrone	0.12	1118.1667	10726.5	1056.3333	0.017157
MCF 10A	Mitoxantrone	0.37	1026.1667	10726.5	1056.3333	-0.0086268
MCF 10A	Mitoxantrone	1.11	891.6667	10726.5	1056.3333	-0.049415
MCF 10A	Mitoxantrone	3.33	503.8333	10726.5	1056.3333	-0.19859
MCF 10A	Mitoxantrone	10	602.8333	10726.5	1056.3333	-0.15442
MCF 10A	NU7441	0.04	11085	10659	1056.3333	1.0236
MCF 10A	NU7441	0.12	10687.3333	10659	1056.3333	1.0016
MCF 10A	NU7441	0.37	10338	10659	1056.3333	0.98175
MCF 10A	NU7441	1.11	9858	10659	1056.3333	0.95369
MCF 10A	NU7441	3.33	8789	10659	1056.3333	0.8876
MCF 10A	NU7441	10	3347.3333	10659	1056.3333	0.41318
MCF 10A	NVP-AEW541	0.04	10406.6667	10659	1056.3333	0.98568
MCF 10A	NVP-AEW541	0.12	9953	10659	1056.3333	0.95932
MCF 10A	NVP-AEW541	0.37	8704.6667	10659	1056.3333	0.88215
MCF 10A	NVP-AEW541	1.11	7006	10659	1056.3333	0.76353
MCF 10A	NVP-AEW541	3.33	6801.3333	10659	1056.3333	0.74792
MCF 10A	NVP-AEW541	10	3890	10659	1056.3333	0.4783
MCF 10A	NVP-AUY922	0.04	855	10659	1056.3333	-0.061438
MCF 10A	NVP-AUY922	0.12	844.6667	10659	1056.3333	-0.064854
MCF 10A	NVP-AUY922	0.37	853.6667	10659	1056.3333	-0.061878
MCF 10A	NVP-AUY922	1.11	864.3333	10659	1056.3333	-0.058378
MCF 10A	NVP-AUY922	3.33	881	10659	1056.3333	-0.05297
MCF 10A	NVP-AUY922	10	901	10659	1056.3333	-0.046574
MCF 10A	NVP-TAE684	0.04	8799.3333	10794	1056.3333	0.88177
MCF 10A	NVP-TAE684	0.12	6960	10794	1056.3333	0.75467
MCF 10A	NVP-TAE684	0.37	5632.3333	10794	1056.3333	0.64733
MCF 10A	NVP-TAE684	1.11	4642.6667	10794	1056.3333	0.55508
MCF 10A	NVP-TAE684	3.33	3564.6667	10794	1056.3333	0.43725
MCF 10A	NVP-TAE684	10	1617.3333	10794	1056.3333	0.13546
MCF 10A	Neratinib	0.04	3840	10659	1056.3333	0.47258
MCF 10A	Neratinib	0.12	2802	10659	1056.3333	0.3398
MCF 10A	Neratinib	0.37	1979.6667	10659	1056.3333	0.20725
MCF 10A	Neratinib	1.11	1855	10659	1056.3333	0.18393
MCF 10A	Neratinib	3.33	1624.6667	10659	1056.3333	0.13779
MCF 10A	Neratinib	10	1577.6667	10659	1056.3333	0.12782
MCF 10A	Nilotinib	0.04	10691.3333	10659	1056.3333	1.0018
MCF 10A	Nilotinib	0.12	10506	10659	1056.3333	0.99135
MCF 10A	Nilotinib	0.37	10237.3333	10659	1056.3333	0.97594
MCF 10A	Nilotinib	1.11	10555.6667	10659	1056.3333	0.99417
MCF 10A	Nilotinib	3.33	10356	10659	1056.3333	0.98278
MCF 10A	Nilotinib	10	4155.6667	10659	1056.3333	0.50788
MCF 10A	Nintedanib	0.04	11051.3333	10794	1056.3333	1.0141
MCF 10A	Nintedanib	0.12	10683.3333	10794	1056.3333	0.99386
MCF 10A	Nintedanib	0.37	10659	10794	1056.3333	0.99251
MCF 10A	Nintedanib	1.11	10633	10794	1056.3333	0.99106
MCF 10A	Nintedanib	3.33	9358.3333	10794	1056.3333	0.91666
MCF 10A	Nintedanib	10	10136.6667	10794	1056.3333	0.96287
MCF 10A	OSI-027	0.04	8416	10794	1056.3333	0.85694
MCF 10A	OSI-027	0.12	5555	10794	1056.3333	0.64055
MCF 10A	OSI-027	0.37	3700.6667	10794	1056.3333	0.45339
MCF 10A	OSI-027	1.11	2537.6667	10794	1056.3333	0.29872
MCF 10A	OSI-027	3.33	2064.3333	10794	1056.3333	0.22118
MCF 10A	OSI-027	10	1644.6667	10794	1056.3333	0.14115
MCF 10A	PD0325901	0.04	2337.8333	10726.5	1056.3333	0.26815
MCF 10A	PD0325901	0.12	1904.3333	10726.5	1056.3333	0.19272
MCF 10A	PD0325901	0.37	1867.3333	10726.5	1056.3333	0.18574
MCF 10A	PD0325901	1.11	1674.6667	10726.5	1056.3333	0.14775
MCF 10A	PD0325901	3.33	1482.5	10726.5	1056.3333	0.10667
MCF 10A	PD0325901	10	1317.5	10726.5	1056.3333	0.068299
MCF 10A	PD173074	0.04	11201	10794	1056.3333	1.0222
MCF 10A	PD173074	0.12	10890.3333	10794	1056.3333	1.0053
MCF 10A	PD173074	0.37	10769	10794	1056.3333	0.99862
MCF 10A	PD173074	1.11	10680.3333	10794	1056.3333	0.9937
MCF 10A	PD173074	3.33	10542.6667	10794	1056.3333	0.986
MCF 10A	PD173074	10	5611	10794	1056.3333	0.64547
MCF 10A	PD184352	0.04	5630.3333	10659	1056.3333	0.65164
MCF 10A	PD184352	0.12	4450.6667	10659	1056.3333	0.53921
MCF 10A	PD184352	0.37	3630.6667	10659	1056.3333	0.44803
MCF 10A	PD184352	1.11	3016	10659	1056.3333	0.36969
MCF 10A	PD184352	3.33	2391.6667	10659	1056.3333	0.27767
MCF 10A	PD184352	10	1797.6667	10659	1056.3333	0.17284
MCF 10A	PF431396	0.04	6667.6667	10659	1056.3333	0.73755
MCF 10A	PF431396	0.12	4027.3333	10659	1056.3333	0.49376
MCF 10A	PF431396	0.37	2150.3333	10659	1056.3333	0.23756
MCF 10A	PF431396	1.11	1457.6667	10659	1056.3333	0.10138
MCF 10A	PF431396	3.33	1248	10659	1056.3333	0.051268
MCF 10A	PF431396	10	573	10659	1056.3333	-0.16758
MCF 10A	PF477736	0.04	9924.3333	10659	1056.3333	0.95763
MCF 10A	PF477736	0.12	9162	10659	1056.3333	0.91127
MCF 10A	PF477736	0.37	7872	10659	1056.3333	0.82625
MCF 10A	PF477736	1.11	5301.6667	10659	1056.3333	0.62212
MCF 10A	PF477736	3.33	2480.3333	10659	1056.3333	0.29169
MCF 10A	PF477736	10	918	10659	1056.3333	-0.041215
MCF 10A	PF562271	0.04	8961.6667	10794	1056.3333	0.89206
MCF 10A	PF562271	0.12	7697.3333	10794	1056.3333	0.80816
MCF 10A	PF562271	0.37	5669	10794	1056.3333	0.65052
MCF 10A	PF562271	1.11	3275.3333	10794	1056.3333	0.40142
MCF 10A	PF562271	3.33	1362.6667	10794	1056.3333	0.0789
MCF 10A	PF562271	10	484	10794	1056.3333	-0.20766
MCF 10A	PHA-665752	0.04	10486.6667	10659	1056.3333	0.99025
MCF 10A	PHA-665752	0.12	10354	10659	1056.3333	0.98266
MCF 10A	PHA-665752	0.37	10222	10659	1056.3333	0.97505
MCF 10A	PHA-665752	1.11	10073.3333	10659	1056.3333	0.96639
MCF 10A	PHA-665752	3.33	10031.3333	10659	1056.3333	0.96393
MCF 10A	PHA-665752	10	5321.6667	10659	1056.3333	0.62395
MCF 10A	PHA-793887	0.04	2711.3333	10794	1056.3333	0.32462
MCF 10A	PHA-793887	0.12	2109.6667	10794	1056.3333	0.22912
MCF 10A	PHA-793887	0.37	1560	10794	1056.3333	0.12331
MCF 10A	PHA-793887	1.11	1236.6667	10794	1056.3333	0.048128
MCF 10A	PHA-793887	3.33	898.3333	10794	1056.3333	-0.04717
MCF 10A	PHA-793887	10	494.6667	10794	1056.3333	-0.20249
MCF 10A	PI103	0.04	9945.6667	10794	1056.3333	0.95177
MCF 10A	PI103	0.12	7018	10794	1056.3333	0.75902
MCF 10A	PI103	0.37	3715.3333	10794	1056.3333	0.4551
MCF 10A	PI103	1.11	1941.6667	10794	1056.3333	0.19907
MCF 10A	PI103	3.33	1570	10794	1056.3333	0.12545
MCF 10A	PI103	10	1373	10794	1056.3333	0.081333
MCF 10A	PIK-93	0.04	10605.3333	10659	1056.3333	0.99698
MCF 10A	PIK-93	0.12	10575	10659	1056.3333	0.99526
MCF 10A	PIK-93	0.37	10529.3333	10659	1056.3333	0.99267
MCF 10A	PIK-93	1.11	9890.3333	10659	1056.3333	0.95561
MCF 10A	PIK-93	3.33	7821	10659	1056.3333	0.82269
MCF 10A	PIK-93	10	4056.6667	10659	1056.3333	0.49702
MCF 10A	PLX-4720	0.04	10638	10659	1056.3333	0.99882
MCF 10A	PLX-4720	0.12	10543.3333	10659	1056.3333	0.99347
MCF 10A	PLX-4720	0.37	10426.3333	10659	1056.3333	0.98681
MCF 10A	PLX-4720	1.11	10768.3333	10659	1056.3333	1.0061
MCF 10A	PLX-4720	3.33	10689	10659	1056.3333	1.0017
MCF 10A	PLX-4720	10	8797	10659	1056.3333	0.88811
MCF 10A	Palbociclib	0.04	8084.3333	10794	1056.3333	0.83481
MCF 10A	Palbociclib	0.12	6720	10794	1056.3333	0.7364
MCF 10A	Palbociclib	0.37	5739.6667	10794	1056.3333	0.65663
MCF 10A	Palbociclib	1.11	4800	10794	1056.3333	0.57062
MCF 10A	Palbociclib	3.33	4339	10794	1056.3333	0.52402
MCF 10A	Palbociclib	10	3265	10794	1056.3333	0.4001
MCF 10A	Pelitinib	0.04	4665	10659	1056.3333	0.56107
MCF 10A	Pelitinib	0.12	2672.6667	10659	1056.3333	0.32095
MCF 10A	Pelitinib	0.37	1537.6667	10659	1056.3333	0.11917
MCF 10A	Pelitinib	1.11	1595.6667	10659	1056.3333	0.13166
MCF 10A	Pelitinib	3.33	1522.6667	10659	1056.3333	0.11588
MCF 10A	Pelitinib	10	1016.6667	10659	1056.3333	-0.011411
MCF 10A	QL-X-138	0.04	10871	10794	1056.3333	1.0042
MCF 10A	QL-X-138	0.12	10312.6667	10794	1056.3333	0.97298
MCF 10A	QL-X-138	0.37	8753	10794	1056.3333	0.87881
MCF 10A	QL-X-138	1.11	7382.6667	10794	1056.3333	0.78579
MCF 10A	QL-X-138	3.33	4490.6667	10794	1056.3333	0.53972
MCF 10A	QL-X-138	10	706.6667	10794	1056.3333	-0.11298
MCF 10A	QL-XII-47	0.04	10174.6667	10794	1056.3333	0.96506
MCF 10A	QL-XII-47	0.12	9899.6667	10794	1056.3333	0.94907
MCF 10A	QL-XII-47	0.37	8425	10794	1056.3333	0.85753
MCF 10A	QL-XII-47	1.11	6223	10794	1056.3333	0.69706
MCF 10A	QL-XII-47	3.33	3969.3333	10794	1056.3333	0.48408
MCF 10A	QL-XII-47	10	631.6667	10794	1056.3333	-0.14217
MCF 10A	R406	0.04	10311	10794	1056.3333	0.97288
MCF 10A	R406	0.12	10141.6667	10794	1056.3333	0.96316
MCF 10A	R406	0.37	9733.3333	10794	1056.3333	0.93925
MCF 10A	R406	1.11	9010	10794	1056.3333	0.8951
MCF 10A	R406	3.33	7758.3333	10794	1056.3333	0.81242
MCF 10A	R406	10	5849	10794	1056.3333	0.66598
MCF 10A	Radicicol	0.04	8716.8333	10726.5	1056.3333	0.87969
MCF 10A	Radicicol	0.12	5265.6667	10726.5	1056.3333	0.61669
MCF 10A	Radicicol	0.37	2684.6667	10726.5	1056.3333	0.32171
MCF 10A	Radicicol	1.11	1479.3333	10726.5	1056.3333	0.10596
MCF 10A	Radicicol	3.33	960.3333	10726.5	1056.3333	-0.02809
MCF 10A	Radicicol	10	513.8333	10726.5	1056.3333	-0.19387
MCF 10A	Rapamycin	0.04	10363	10794	1056.3333	0.97584
MCF 10A	Rapamycin	0.12	10718.3333	10794	1056.3333	0.99581
MCF 10A	Rapamycin	0.37	10620	10794	1056.3333	0.99033
MCF 10A	Rapamycin	1.11	10667	10794	1056.3333	0.99295
MCF 10A	Rapamycin	3.33	10725	10794	1056.3333	0.99618
MCF 10A	Rapamycin	10	10470.6667	10794	1056.3333	0.98194
MCF 10A	Ruxolitinib	0.04	10312.3333	10659	1056.3333	0.98027
MCF 10A	Ruxolitinib	0.12	10457.3333	10659	1056.3333	0.98858
MCF 10A	Ruxolitinib	0.37	10228.6667	10659	1056.3333	0.97544
MCF 10A	Ruxolitinib	1.11	9826.6667	10659	1056.3333	0.95183
MCF 10A	Ruxolitinib	3.33	9692	10659	1056.3333	0.94377
MCF 10A	Ruxolitinib	10	7781	10659	1056.3333	0.81989
MCF 10A	SB590885	0.04	10304.3333	10659	1056.3333	0.97981
MCF 10A	SB590885	0.12	10226.6667	10659	1056.3333	0.97532
MCF 10A	SB590885	0.37	10392.6667	10659	1056.3333	0.98488
MCF 10A	SB590885	1.11	10394	10659	1056.3333	0.98496
MCF 10A	SB590885	3.33	9974.3333	10659	1056.3333	0.96058
MCF 10A	SB590885	10	6078	10659	1056.3333	0.68997
MCF 10A	SU11274	0.04	10687.3333	10659	1056.3333	1.0016
MCF 10A	SU11274	0.12	10217.6667	10659	1056.3333	0.9748
MCF 10A	SU11274	0.37	9622.6667	10659	1056.3333	0.93959
MCF 10A	SU11274	1.11	8407	10659	1056.3333	0.86261
MCF 10A	SU11274	3.33	6618	10659	1056.3333	0.73366
MCF 10A	SU11274	10	3774	10659	1056.3333	0.46494
MCF 10A	Saracatinib	0.04	11033.6667	10794	1056.3333	1.0131
MCF 10A	Saracatinib	0.12	10216.3333	10794	1056.3333	0.96746
MCF 10A	Saracatinib	0.37	9090.6667	10794	1056.3333	0.90014
MCF 10A	Saracatinib	1.11	6781.3333	10794	1056.3333	0.74111
MCF 10A	Saracatinib	3.33	4472.3333	10794	1056.3333	0.53784
MCF 10A	Saracatinib	10	1501.6667	10794	1056.3333	0.11061
MCF 10A	Selumetinib	0.04	4984.6667	10794	1056.3333	0.5884
MCF 10A	Selumetinib	0.12	3660	10794	1056.3333	0.4486
MCF 10A	Selumetinib	0.37	2926	10794	1056.3333	0.35506
MCF 10A	Selumetinib	1.11	2415.3333	10794	1056.3333	0.27973
MCF 10A	Selumetinib	3.33	2217.3333	10794	1056.3333	0.2475
MCF 10A	Selumetinib	10	1836	10794	1056.3333	0.17923
MCF 10A	Sigma A6730	0.04	10524.3333	10659	1056.3333	0.99239
MCF 10A	Sigma A6730	0.12	10265.3333	10659	1056.3333	0.97756
MCF 10A	Sigma A6730	0.37	10133.3333	10659	1056.3333	0.9699
MCF 10A	Sigma A6730	1.11	9213.3333	10659	1056.3333	0.91447
MCF 10A	Sigma A6730	3.33	9609.6667	10659	1056.3333	0.9388
MCF 10A	Sigma A6730	10	5150	10659	1056.3333	0.60806
MCF 10A	Sorafenib	0.04	11272.3333	10794	1056.3333	1.026
MCF 10A	Sorafenib	0.12	10630	10794	1056.3333	0.99089
MCF 10A	Sorafenib	0.37	10379.6667	10794	1056.3333	0.97679
MCF 10A	Sorafenib	1.11	10266.6667	10794	1056.3333	0.97035
MCF 10A	Sorafenib	3.33	9926	10794	1056.3333	0.95062
MCF 10A	Sorafenib	10	5643	10794	1056.3333	0.64826
MCF 10A	TG 101348	0.04	10467.3333	10659	1056.3333	0.98915
MCF 10A	TG 101348	0.12	10017.6667	10659	1056.3333	0.96313
MCF 10A	TG 101348	0.37	9580.3333	10659	1056.3333	0.93703
MCF 10A	TG 101348	1.11	8512	10659	1056.3333	0.86956
